uprn,lat,lon
10001314476,50.9199333,-1.3899844
10001314477,50.9199333,-1.3899844
10001314478,50.9199333,-1.3899844
10001314479,50.9199333,-1.3899844
10001314480,50.9199333,-1.3899844
10001314481,50.9199333,-1.3899844
10001314482,50.9199333,-1.3899844
10001314483,50.9199333,-1.3899844
10001314484,50.9199333,-1.3899844
10001314485,50.9199333,-1.3899844
10001314486,50.9199333,-1.3899844
10001314487,50.9199333,-1.3899844
10001314488,50.9199333,-1.3899844
10001314819,50.9247598,-1.3877728
10001314832,50.9338355,-1.3851552
10001314833,50.9337129,-1.3853924
10001314834,50.9337496,-1.38552
10001314909,50.9250196,-1.385877
10001314910,50.9250196,-1.385877
10001314911,50.9250196,-1.385877
10001314912,50.9250196,-1.385877
10001314913,50.9250196,-1.385877
10001314914,50.9250196,-1.385877
10001314916,50.922025,-1.3869289
10001314924,50.9352957,-1.3686067
10001314999,50.9103814,-1.3677494
10001315040,50.9119042,-1.3885389
10001315410,50.9365458,-1.3753215
10001315411,50.9362422,-1.3757098
10001315441,50.9100325,-1.39
10001315442,50.9100052,-1.3899435
10001315476,50.9282867,-1.385676
10001315479,50.9222962,-1.3878478
10001316060,50.9205059,-1.3725347
10001316061,50.9205059,-1.3725347
10001316062,50.9205059,-1.3725347
10001316063,50.9205059,-1.3725347
10001316064,50.9205059,-1.3725347
10001316065,50.9205059,-1.3725347
10001316066,50.9205059,-1.3725347
10001316067,50.9205059,-1.3725347
10001316068,50.9205059,-1.3725347
10001316069,50.9205059,-1.3725347
10001316070,50.9205059,-1.3725347
10001316071,50.9205059,-1.3725347
10001316072,50.9205059,-1.3725347
10001316073,50.9205059,-1.3725347
10001316074,50.9205059,-1.3725347
10001316075,50.9205059,-1.3725347
10001316076,50.9205059,-1.3725347
10001316188,50.9158702,-1.3666935
10001316189,50.9158702,-1.3666935
10001316190,50.9158702,-1.3666935
10001316191,50.9158702,-1.3666935
10001316192,50.9158702,-1.3666935
10001316377,50.9332489,-1.389497
10001316378,50.9332489,-1.389497
10001316393,50.9275487,-1.3896998
10001316394,50.9275487,-1.3896998
10001316395,50.9275487,-1.3896998
10001316396,50.9275487,-1.3896998
10001316397,50.9275487,-1.3896998
10001316398,50.9275487,-1.3896998
10001316399,50.9275487,-1.3896998
10001316400,50.9275487,-1.3896998
10001316401,50.9275487,-1.3896998
10001316402,50.9275487,-1.3896998
10001316403,50.9275487,-1.3896998
10001316404,50.9275487,-1.3896998
10001316405,50.9275487,-1.3896998
10001316406,50.9275487,-1.3896998
10001316482,50.9249432,-1.3884391
10001316487,50.9357547,-1.3888807
10001316518,50.9307325,-1.3897861
10001316555,50.9225194,-1.3740584
10001316556,50.9225194,-1.3740584
10001316557,50.9225194,-1.3740584
10001316558,50.9225194,-1.3740584
10001316559,50.9225194,-1.3740584
10001316560,50.9225194,-1.3740584
10001316561,50.9225194,-1.3740584
10001316562,50.9225194,-1.3740584
10001316563,50.9225194,-1.3740584
10001316564,50.9225194,-1.3740584
10001316565,50.9225194,-1.3740584
10001316566,50.9225194,-1.3740584
10001316567,50.9225194,-1.3740584
10001316569,50.9225194,-1.3740584
10001316570,50.9225194,-1.3740584
10001316571,50.9225194,-1.3740584
10001316572,50.9225194,-1.3740584
10001316573,50.9225194,-1.3740584
10001316574,50.9225194,-1.3740584
10001316575,50.9225194,-1.3740584
10001316576,50.9225194,-1.3740584
10001316577,50.9225194,-1.3740584
10001316578,50.9225194,-1.3740584
10001316579,50.9225194,-1.3740584
10001316580,50.9225194,-1.3740584
10001316581,50.9225194,-1.3740584
10001316582,50.9225194,-1.3740584
10001316583,50.9225194,-1.3740584
10001316584,50.9225194,-1.3740584
10001316585,50.9225194,-1.3740584
10001316586,50.9225194,-1.3740584
10001316587,50.9225194,-1.3740584
10001316588,50.9225194,-1.3740584
10001316589,50.9225194,-1.3740584
10001316590,50.9225194,-1.3740584
10001316591,50.9225194,-1.3740584
10001316634,50.9238672,-1.3856219
10001316933,50.9302867,-1.3869215
10001316951,50.9356094,-1.3886264
10001316953,50.9176855,-1.3697986
10001316954,50.9177393,-1.3697694
10001316965,50.92186,-1.3618602
10001316966,50.921851,-1.3618603
10001316967,50.921851,-1.3618603
10001316968,50.921851,-1.3618603
10001316969,50.92186,-1.3618602
10001316970,50.921851,-1.3618603
10001316971,50.921851,-1.3618603
10001316972,50.921851,-1.3618603
10001316973,50.921851,-1.3618603
10001316974,50.921851,-1.3618603
10001316976,50.921851,-1.3618603
10001316977,50.921851,-1.3618603
10001316978,50.921851,-1.3618603
10001316990,50.9233815,-1.3839209
10001317113,50.9214691,-1.3727209
10001317114,50.9214691,-1.3727209
10001317115,50.9214691,-1.3727209
10001317116,50.9214691,-1.3727209
10001317117,50.9214691,-1.3727209
10001317118,50.9214691,-1.3727209
10001317119,50.9214691,-1.3727209
10001317120,50.9214691,-1.3727209
10001317121,50.9214691,-1.3727209
10001317122,50.9214691,-1.3727209
10001317146,50.9372241,-1.3844494
10001317147,50.9279254,-1.3861091
10001317148,50.9279344,-1.3861089
10001317149,50.9279344,-1.3861089
10001317150,50.9279344,-1.3861089
10001317151,50.92793,-1.3861118
10001317152,50.9280156,-1.3861506
10001317153,50.9280246,-1.3861504
10001317154,50.9280246,-1.3861504
10001317155,50.9281048,-1.3860213
10001317156,50.9281048,-1.3860213
10001317157,50.9281048,-1.3860213
10001317158,50.9281048,-1.3860213
10001317159,50.9281493,-1.3859354
